Domain,Emails,Company Name,Privacy Policy URL,Credit Bureau,Phone Numbers,Address,Health,Company Legal Name,Company Domain,Company Domain Aliases,Company Url,Company Site Phone Numbers,Company Site Email Addresses,Company Category Sector,Company Category Industry Group,Company Category Industry,Company Category Sub Industry,Company Category Sic Code,Company Category Naics Code,Company Tags,Company Description,Company Founded Year,Company Location,Company Time Zone,Company Utc Offset,Company Geo Street Number,Company Geo Street Name,Company Geo Sub Premise,Company Geo City,Company Geo Postal Code,Company Geo State,Company Geo State Code,Company Geo Country,Company Geo Country Code,Company Geo Lat,Company Geo Lng,Company Logo,Company Facebook Handle,Company Linkedin Handle,Company Twitter Handle,Company Twitter Id,Company Twitter Bio,Company Twitter Followers,Company Twitter Following,Company Twitter Location,Company Twitter Site,Company Twitter Avatar,Company Crunchbase Handle,Company Type,Company Ticker,Company Identifiers Us Ein,Company Phone,Company Metrics Alexa Us Rank,Company Metrics Alexa Global Rank,Company Metrics Employees,Company Metrics Employees Range,Company Metrics Market Cap,Company Metrics Raised,Company Metrics Annual Revenue,Company Metrics Estimated Annual Revenue,Company Metrics Fiscal Year End,Company Tech,Company Parent Domain,YDR URL
"livedatatechnologies.com","accounting@livedatatechnologies.com","Live Data Technologies","www.livedatatechnologies.com/legals#privacy-policy","","","924 Chapala St. Ste D, Santa Barbara CA, 93101, USA","","Live Data Technologies Inc","livedatatechnologies.com","emailfinder.io,trackjobchanges.com","","+1 800-952-5210,+1 916-445-1254","support@livedatatechnologies.com,remove@livedatatechnologies.com","Information Technology","Software & Services","IT Services","Data Processing & Outsourced Services","73","51","Information Technology & Services,Computing Infrastructure,Data & Analytics,Hosting Services,Information,Computers,E-commerce,Computer Programming,Software,Professional Services,Technology,SAAS,B2B,B2C","Live Data Technologies unlocks the power of real-time job change and human capital data for multiple verticals including investors, app builders, and data vendors. They track job change data from the open web, providing leading indicators of company pe...","2018","3939 Carol Ave, Santa Barbara, CA 93110, USA","America/Los_Angeles","-8","3939","Carol Avenue","","Santa Barbara","93110","California","CA","United States","US","34.4491272","-119.7531348","https://logo.clearbit.com/livedatatechnologies.com","","company/gotlivedata","GotLiveData","1037879682195050496","Job change data from the most up-to-date source of truth – the open web.

#livedata","52","180","Santa Barbara, CA","https://t.co/AqznGx53Q1","https://pbs.twimg.com/profile_images/1124203368841244672/eB9yyHaE_normal.png","","private","","","+1 413-652-9154","","4349817","30","11-50","","","","$1M-$10M","12","google_tag_manager,calendly,godaddy_nameserver,sendgrid,heap,amazon_ses,google_apps,sixsense","","https://yourdigitalrights.org/d/livedatatechnologies.com","34.4491272,-119.7531348"
"liveintent.com","legal@liveintent.com;privacy@liveintent.com;euprivacy@liveintent.com;ccpacompliance@liveintent.com","LiveIntent","","","+1 855-655-0542;+1 917-216-1103","New York, NY 10007, USA","","LiveIntent Inc","liveintent.com","","","+1 855-655-0542","privacy@liveintent.com,euprivacy@liveintent.com,ccpacompliance@liveintent.com","Information Technology","Software & Services","Internet Software & Services","Internet Software & Services","73","54","Technology,Information Technology & Services,Marketing & Advertising,SAAS,B2B","Transform email into the simplest, most powerful way to resolve identity while driving sales and increasing revenue.","2009","New York, NY 10007, USA","America/New_York","-4","","","","New York","10007","New York","NY","United States","US","40.7136487","-74.0087126","https://logo.clearbit.com/liveintent.com","liveintent","company/liveintent-inc-","LiveIntent","41386873","Think outside the inbox and discover all the innovative ways email can help you grow your business.","4167","2557","US | DE | DK","http://t.co/DPEhlEYlgN","https://pbs.twimg.com/profile_images/1280491379253280768/aUGinZeH_normal.jpg","organization/liveintent","private","","264813536","+1 917-216-1103","12550","61864","240","51-250","","32600000","","$10M-$50M","12","google_apps,rackspace_email,aws_route_53,wistia,typekit_by_adobe,sendgrid,microsoft_office_365,marketo,google_cloud,mandrill,google_tag_manager,salesforce,recaptcha,bing_advertiser,live_chat,fullstory,facebook_advertiser,google_analytics,conversio,drift,stripe,quickbooks,db2,apache_tomcat,atlassian_jira,bluekai,rubicon_project,filemaker_pro,appnexus,microsoft_project,apache_kafka,aws_kinesis,aws_redshift,informatica,rabbitmq,netsuite,aws_dynamodb,podio,github,hootsuite,qlikview,ibm_cognos,clearslide,google_search_appliance,sap_concur,grafana,sap_crm,apache_cassandra,openx,ibm_websphere,apache_spark,iponweb_bidswitch,oracle_peoplesoft,mongodb,twilio,couchbase,oracle_essbase,mediamath,okta,dstillery,pivotal_tracker,pubmatic,turn,sap_crystal_reports,hive,oracle_crm,microstrategy,apache_hadoop,sap_business_objects,tibco_spotfire,aws_cloudwatch,couchdb,oracle_hyperion,peoplesoft_crm,postgresql,sybase,trello,mysql,dropbox","","https://yourdigitalrights.org/d/liveintent.com","40.7136487,-74.0087126"
"liveramp.com","consumercare@liveramp.com;recruiting@liveramp.com;people.ops@liveramp.com;cil@liveramp.com;melissa.glover@liveramp.com;consumercare@liveramp.com;info@liveramp.com;privacyshieldoptout@LiveRamp.com;podsquad@liveramp.com","LiveRamp","","","+1 866-352-3267,+1 855-786-2596,+1 844-678-0045;+1 415-243-0776","225 Bush St, San Francisco, CA 94104, USA","","LiveRamp Inc","liveramp.com","pippio.com,pacificdatapartners.com,arbor.io,faktor.io,circulate.com,acuity-data.com,privacymanager.io","","+1 866-352-3267,+1 855-786-2596,+1 844-678-0045","recruiting@liveramp.com,people.ops@liveramp.com,cil@liveramp.com,melissa.glover@liveramp.com,consumercare@liveramp.com,info@liveramp.com,privacyshieldoptout@LiveRamp.com,podsquad@liveramp.com","Information Technology","Software & Services","Internet Software & Services","Internet Software & Services","48","51","Information Technology & Services,Technology,Marketing & Advertising,SAAS,B2B","LiveRamp Holdings, Inc., The company has offices in the United States, Europe, Australia and Asia.","1969","225 Bush St, San Francisco, CA 94104, USA","America/Los_Angeles","-7","225","Bush Street","","San Francisco","94104","California","CA","United States","US","37.7908343","-122.4015725","https://logo.clearbit.com/liveramp.com","liveramp","company/liveramp","LiveRamp","314799259","LiveRamp is the leader in data connectivity. We power exceptional experiences for advertising based on trust, not on cookies.","6053","1795","San Francisco","http://t.co/x36ViiYc4E","https://pbs.twimg.com/profile_images/1268253930582011905/5i_v-_wE_normal.jpg","organization/liveramp","public","RAMP","202888396","+1 415-243-0776","5101","23133","1250","1K-5K","4660000000","","","","","google_apps,qualtrics,wistia,bug_herd,zendesk,sendgrid,marketo,wordpress,nginx,google_maps,google_tag_manager,mailgun,aws_route_53,bing_advertiser,live_chat,go_squared,facebook_advertiser,demandbase,google_analytics,hotjar,drift,atlassian_confluence,apache_apex,workday,quickbooks,oracle_data_integrator,informatica,db2,apache_tomcat,atlassian_jira,rubicon_project,filemaker_pro,appnexus,basecamp,teradata,salesforce,microsoft_project,apache_kafka,aws_redshift,hbase,ibm_infosphere_datastage,rabbitmq,aws_lambda,netsuite,apache_http_server,github,hootsuite,ibm_cognos,clearslide,sap_concur,marchex,netsuite_crm,apache_cassandra,openx,apache_spark,iponweb_bidswitch,mongodb,cision,oracle_essbase,okta,pubmatic,sap_crystal_reports,hive,sugarcrm,oracle_crm,apache_hadoop,sap_business_objects,factset,oracle_hyperion,postgresql,cloudera,trello,datadog,unbounce,mysql,dropbox","acxiom.com","https://yourdigitalrights.org/d/liveramp.com","37.7908343,-122.4015725"
"loanofficercontactinfo.com","JayDunsing@SpecialtyContactDatabases.com;JayDunsing@gmail.com","","","","+1 260-223-9203","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://yourdigitalrights.org/d/loanofficercontactinfo.com","undefined"
"local.com","marketing@local.com;customersupport@local.com;marketing@local.com;advertise@local.com;support@local.com;privacy@local.com;clientservices@local.com;customerservice@local.com","Local.com","https://www.local.com/lc-localcontact.php","","","7555 Irvine Center Dr, Irvine, CA 92618-2912, US","","Local.com Ltd","local.com","","","","customersupport@local.com,marketing@local.com,advertise@local.com,support@local.com,privacy@local.com,clientservices@local.com,customerservice@local.com","Information Technology","Software & Services","Internet Software & Services","Internet","87","54","Internet,Marketplace,B2B,B2C","Today, Everything is Local.   Local Corporation is a leading local advertising technology company.","1999","7555 Irvine Center Dr, Irvine, CA 92618-2912, US","America/Los_Angeles","-7","7555","Irvine Center Dr","","Irvine","92618","California","CA","United States","US","33.66235","-117.75081","https://logo.clearbit.com/local.com","localcorporation","company/local-com","localcom","37955702","The official voice of https://t.co/qeVuY8ETbp. We're here to talk about everything local.","2011","298","","http://t.co/og2MwLuvry","https://pbs.twimg.com/profile_images/940552944600145921/dkTYG7UF_normal.jpg","organization/local-com","private","","","","1920","5867","30","11-50","","36500000","","","","google_apps,microsoft_exchange_online,outlook,microsoft_office_365,akamai_dns,apache,recaptcha,bloomreach,sage_50cloud,apache_tomcat,atlassian_jira,bluekai,rubicon_project,media.net,appnexus,salesforce,apache_kafka,yext,apache_http_server,github,zedo,openx,mongodb,facebook_workplace,mediamath,dstillery,aggregate_knowledge,pubmatic,turn,apache_hadoop,mysql","","https://yourdigitalrights.org/d/local.com","33.66235,-117.75081"
"localpages.com","info@localpages.com;info@localpages.com;info@LocalPages.com;copyright@LocalPages.com","LocalPages","http://localpages.com/privacy","","+1 605-225-3212","901 W Alameda Ave #102, Burbank, CA 91506, USA","","","localpages.com","","","","info@localpages.com,info@LocalPages.com,copyright@LocalPages.com","Consumer Discretionary","Consumer Services","Diversified Consumer Services","Specialized Consumer Services","48","51","Services,Marketplace,B2B,B2C","We know you want to buy local and patronize local businesses. And LocalPages is here to help, with the best local business listings, ratings, reviews, and maps. LocalPages -- bringing your neighborhood to you. http://www.localpages.com","","901 W Alameda Ave #102, Burbank, CA 91506, USA","America/Los_Angeles","-7","901","West Alameda Avenue","102","Burbank","91506","California","CA","United States","US","34.1640488","-118.3126788","https://logo.clearbit.com/localpages.com","localpagescommunity","","local_PAGES","65513566","The official twitter page for http://t.co/LWd84wYrbV. Online advertising, affiliate program, PPC, banner ads, rich media, CPV, and more!","2940","2574","Burbank, CA","http://t.co/LWd84wYrbV","https://pbs.twimg.com/profile_images/507698316/logo_normal.PNG","organization/local-pages","private","","","+1 605-225-3212","","139762","","","","","","","","google_apps,google_adsense,google_maps,apache,google_analytics,google_tag_manager,bluekai,rubicon_project,appnexus,zedo,openx,iponweb_bidswitch,mediamath,dstillery,aggregate_knowledge,pubmatic","","https://yourdigitalrights.org/d/localpages.com","34.1640488,-118.3126788"
"locatefamily.com","","Locate Family","http://www.locatefamily.com/privacy_policy.html","","+1 302-223-5135;1 (302) 223-5135","","","","locatefamily.com","","","","","Information Technology","Software & Services","Internet Software & Services","Internet","87","54","Internet,Web Services & Apps,Technology,B2C,Mobile","LocateFamily.com is a leading online platform that provides a range of services to help individuals locate and connect with their family members. Our user-friendly website allows users to search for and find their relatives, no matter where they are in...","","Budapest, Ihász u. 22-em. 5, 1105 Hungary","Europe/Budapest","1","22","Ihász utca","em. 5","Budapest","1105","","","Hungary","HU","47.4805158","19.1362241","","","company/locatefamily.com.-all","","","","","","","","","","private","","","","76507","99426","5","1-10","","","","$0-$1M","","sentry,the_trade_desk","","https://yourdigitalrights.org/d/locatefamily.com","47.4805158,19.1362241"
"locatepeople.org","support@infotracer.com","","https://members.infotracer.com/customer/terms?tab=privacy","","","Boston, MA 02199, USA","","","locatepeople.org","","","","","","","","","","","","Find email, address, phone and more FREE on LocatePeople's People Directory. Use our powerful people search engine to browse millions of public records and get full background check online.","","Boston, MA 02199, USA","America/New_York","-4","","","","Boston","2199","Massachusetts","MA","United States","US","42.3464868","-71.0832041","","","","","","","","","","","","","private","","","","19787","82032","","","","","","","","aws_route_53,zendesk,ubuntu,google_tag_manager,apache,recaptcha,google_analytics","","https://yourdigitalrights.org/d/locatepeople.org","42.3464868,-71.0832041"
"locateplus.com","customerservice@locateplus.com;amy@locateplus.com;customerservice@locateplus.com","LocatePLUS","http://locateplus.com/contact/","","+1 888-746-3463","2 Corporation Way, Peabody, MA 01960, USA","","","locateplus.com","investigativedatabase.net,skiptracing.info,locateplusnews.com","","+1 888-746-3463","customerservice@locateplus.com,amy@locateplus.com","Information Technology","Software & Services","Internet Software & Services","Internet Software & Services","48","51","Information Technology & Services,Technology,B2B,SAAS","LocatePLUS is the leading provider for trusted & accurate investigative data. Unlimited Person Search | 100,000+ Users | Try our 10 Day Risk Free Trial.","1996","2 Corporation Way, Peabody, MA 01960, USA","America/New_York","-4","2","Corporation Way","","Peabody","1960","Massachusetts","MA","United States","US","42.5215995","-70.9601598","https://logo.clearbit.com/locateplus.com","locateplus","company/locateplus","Locate_PLUS","1289328805","Our Investigative Data includes full SSNs, MVR, DOBs, Criminal Records, unlimited person search, & skip tracing to Private Investigators & Law Enforcement.","1141","1802","Boston, Massachusetts USA","http://t.co/mIpZfGVikB","https://pbs.twimg.com/profile_images/3499441279/d68fe5dc8f3ae9322495a9c801571857_normal.jpeg","organization/locateplus/timeline","private","","","","","1338008","30","11-50","","","","$1M-$10M","","namecheap_dns,live_chat,maxmind,amazon_s3,wordpress,google_analytics,salesforce,apache,google_tag_manager,quickbooks,atlassian_jira,microsoft_dynamics,netsuite,microsoft_project,paychex,hootsuite,sap_concur,sap_crm,oracle_peoplesoft,oracle_crm,goldmine,mysql","","https://yourdigitalrights.org/d/locateplus.com","42.5215995,-70.9601598"
"locatesmarter.com","privacy@locatesmarter.com;info@locatesmarter.com;customerservice@locatesmarter.com;privacy@locatesmarter.com;teri.ettelson@locatesmarter.com;brandon.medlin@locatesmarter.com;michael.magarrell@locatesmarter.com;brett.menzie@locatesmarter.com;alex.price@locatesmarter.com;jlanderson@locatesmarter.com;tssmock@locatesmarter.com","LocateSmarter","","","+1 888-254-5501,+1 866-912-1314,+1 877-815-2268,+1 319-292-1490,+1 319-292-1463,+1 319-830-0662,+1 251-366-7669,+1 319-883-1296,+1 319-833-1246","1309 Technology Pkwy, Cedar Falls, IA 50613, USA","","AND LOCATESMARTER LLC","locatesmarter.com","locatesmarter.us,locatesmarter.org,locatesmarter.biz,locatesmarter.net,locate-smarter.com,locatesmarteronline.com,locatesmarter.co,locatesmarter.info","","+1 888-254-5501,+1 866-912-1314,+1 877-815-2268,+1 319-292-1490,+1 319-292-1463,+1 319-830-0662,+1 251-366-7669,+1 319-883-1296,+1 319-833-1246","info@locatesmarter.com,customerservice@locatesmarter.com,privacy@locatesmarter.com,teri.ettelson@locatesmarter.com,brandon.medlin@locatesmarter.com,michael.magarrell@locatesmarter.com,brett.menzie@locatesmarter.com,alex.price@locatesmarter.com,jlanderson@locatesmarter.com,tssmock@locatesmarter.com","Information Technology","Software & Services","Internet Software & Services","Internet Software & Services","48","51","Information Technology & Services,Technology,B2B,SAAS,Enterprise","LocateSmarter allows those in the debt collection and accounts receivable management industries to access multiple data providers and data sources to obtain updated consumer location information.","2014","1309 Technology Pkwy, Cedar Falls, IA 50613, USA","America/Chicago","-5","1309","Technology Parkway","","Cedar Falls","50613","Iowa","IA","United States","US","42.4744278","-92.4609554","https://logo.clearbit.com/locatesmarter.com","locatesmarter","company/locatesmarter","LocateSmarter","2598111494","Online batch skip tracing company that provides access to multiple leading data providers through one centralized, cloud-based platform. Patented.","268","101","Cedar Falls, Iowa","http://t.co/oRzex6xzKu","https://pbs.twimg.com/profile_images/483989974711148544/ra36MESl_normal.jpeg","","private","","","","","4947761","20","11-50","","","","$1M-$10M","","godaddy_nameserver,microsoft_exchange_online,outlook,microsoft_office_365,wordpress,google_analytics,apache,youtube,hubspot,piwik,act_on,google_tag_manager,quickbooks,alteryx,teradata,salesforce","","https://yourdigitalrights.org/d/locatesmarter.com","42.4744278,-92.4609554"
